Location,Longitude,Latitude
US Missouri Shelby,-92.071021,39.8004535
US Missouri St. Charles,-90.6747372,38.7877791
US Missouri St. Clair,-93.7945456,38.0592942
US Missouri St. Francois,-90.5089041,37.7763775
US Missouri St. Louis,-90.1994097,38.6268039
US Missouri St. Louis City,-90.1994097,38.6268039
US Missouri Ste. Genevieve,-90.1856637,37.88958
US Missouri Stoddard,-89.9451636,36.8556646
US Missouri Stone,-93.4555059,36.7377156
US Missouri Sullivan,-93.1140993,40.1993002
US Missouri Taney,-93.0665776,36.6563729
US Missouri Texas,-91.9808332,37.3354601
US Missouri Vernon,-94.3800151,37.8639924
US Missouri Warren,-91.1453948,38.7535106
US Missouri Washington,-90.879099,37.9559513
US Missouri Wayne,-90.4809149,37.1129133
US Missouri Webster,-92.8792111,37.2895151
US Missouri Worth,-94.4176406,40.4684837
US Missouri Wright,-92.4765999,37.2731008
US Montana ,-109.6387579,47.3752671
US Montana Beaverhead,-112.9537553,45.1708403
US Montana Big Horn,-107.5152896,45.4608548
US Montana Blaine,-108.9664413,48.4023938
US Montana Broadwater,-111.4969303,46.3252827
US Montana Carbon,-109.1434792,45.2050058
US Montana Carter,-104.5596687,45.4812219
US Montana Cascade,-111.3281242,47.3271465
US Montana Chouteau,-110.367651,47.8835499
US Montana Custer,-105.5692958,46.2426088
US Montana Daniels,-105.5123296,48.7710629
US Montana Dawson,-104.9259088,47.2416708
US Montana Deer Lodge,-113.089332,46.0753795
US Montana Fallon,-104.4366483,46.3291957
US Montana Fergus,-109.2175566,47.2128617
US Montana Flathead,-113.972144,48.3840879
US Montana Gallatin,-111.1967693,45.4868491
US Montana Garfield,-106.9487371,47.2403675
US Montana Glacier,-112.9467116,48.6966449
US Montana Golden Valley,-109.1714312,46.3040364
US Montana Granite,-113.4687025,46.3944149
US Montana Hill,-110.2107103,48.6655784
US Montana Jefferson,-112.1388102,46.1850019
US Montana Judith Basin,-110.2261158,47.0159821
US Montana Lake,-88.11589555,45.04820655
US Montana Lewis and Clark,-112.4768049,47.2117026
US Montana Liberty,-111.0465825,48.5608235
US Montana Lincoln,-115.4911526,48.5891095
US Montana Madison,-111.8930287,45.2963203
US Montana McCone,-105.8467942,47.5823259
US Montana Meagher,-110.8988278,46.6305891
US Montana Mineral,-114.9202341,47.1330265
US Montana Missoula,-113.9952672,46.8701049
US Montana Musselshell,-108.4473635,46.4728903
US Montana Park,-111.3290116,47.48508545
US Montana Petroleum,-108.2769626,47.0606518
US Montana Phillips,-107.9275256,48.3541037
US Montana Pondera,-112.1206742,48.2443094
US Montana Powder River,-105.5982213,45.3655661
US Montana Powell,-113.0294193,46.9109569
US Montana Prairie,-105.3390398,46.8103971
US Montana Ravalli,-114.1139453,46.0757223
US Montana Richland,-104.559421,47.8314138
US Montana Roosevelt,-104.9709901,48.3069516
US Montana Rosebud,-106.6296053,46.3894251
US Montana Sanders,-115.1769538,47.6801812
US Montana Sheridan,-104.5154683,48.7625919
US Montana Silver Bow,-112.6788845,45.9009106
US Montana Stillwater,-109.3579352,45.6540259
US Montana Sweet Grass,-109.9503947,45.8729386
US Montana Teton,-112.2566035,47.8455676
US Montana Toole,-111.7312844,48.6771309
US Montana Treasure,-107.2625484,46.1833795
US Montana Valley,-106.615665,48.3564433
US Montana Wheatland,-109.8498047,46.4335302
US Montana Wibaux,-104.2215171,46.910018
US Montana Yellowstone,-108.276076,45.9645464
US Nebraska ,-99.5873816,41.7370229
US Nebraska Adams,-98.5148588,40.5125798
US Nebraska Antelope,-98.0716943,42.1864809
US Nebraska Arthur,-101.6974898,41.5721288
US Nebraska Banner,-103.7384513,41.5563598
US Nebraska Blaine,-99.979237,41.9195837
US Nebraska Boone,-98.0544842,41.7103804
US Nebraska Box Butte,-103.0700157,42.2130279
US Nebraska Boyd,-98.7614212,42.916011
US Nebraska Brown,-99.9120353,42.4068829
US Nebraska Buffalo,-99.0845451,40.8421618
US Nebraska Burt,-96.3357902,41.855662
US Nebraska Butler,-97.1384119,41.2142454
US Nebraska Cass,-96.1922102,40.9017313
US Nebraska Cedar,-97.2399373,42.5947161
US Nebraska Chase,-101.6931758,40.5217576
US Nebraska Cherry,-101.1503042,42.5560174
US Nebraska Cheyenne,-102.9796713,41.2053619
US Nebraska Clay,-98.0695257,40.5020772
US Nebraska Colfax,-97.0828487,41.5738643
US Nebraska Cuming,-96.7921475,41.9233919
US Nebraska Custer,-99.7272241,41.4022198
US Nebraska Dakota,-96.5677015,42.4049316
US Nebraska Dawes,-103.1216528,42.71723
US Nebraska Dawson,-99.8505693,40.8776438
US Nebraska Deuel,-102.3261249,41.1097054
US Nebraska Dixon,-96.8792569,42.4351249
US Nebraska Dodge,-96.6789773,41.58577
US Nebraska Douglas,-96.1415672,41.2954112
US Nebraska Dundy,-101.6959427,40.1849874
US Nebraska Fillmore,-97.5997675,40.5292758
US Nebraska Franklin,-98.9687585,40.1715234
US Nebraska Frontier,-100.4230266,40.5520473
US Nebraska Furnas,-99.8981009,40.1791278
US Nebraska Gage,-96.7021336,40.2469449
US Nebraska Garden,-102.3392806,41.6440533
US Nebraska Garfield,-99.0097985,41.895743
US Nebraska Gosper,-99.8185651,40.5145053
US Nebraska Grant,-101.7354061,41.9231444
US Nebraska Greeley,-98.5300914,41.5595746
US Nebraska Hall,-96.69731037,40.8230029
US Nebraska Hamilton,-98.0470062,40.8569853
US Nebraska Harlan,-99.4349368,40.1617382
US Nebraska Hayes,-101.0605971,40.5335592
US Nebraska Hitchcock,-101.0387468,40.1659573
US Nebraska Holt,-98.7540783,42.4304452
US Nebraska Hooker,-101.1572302,41.9078471
US Nebraska Howard,-98.5174349,41.227424
US Nebraska Jefferson,-97.1786805,40.185543
US Nebraska Johnson,-96.2796179,40.3915587
US Nebraska Kearney,-98.9472344,40.4906216
US Nebraska Keith,-101.6862537,41.1973065
US Nebraska Keya Paha,-99.6995454,42.8866032
US Nebraska Kimball,-103.6997645,41.1881305
US Nebraska Knox,-97.8901445,42.6206698
US Nebraska Lancaster,-96.7111039,40.7768326
US Nebraska Lincoln,-96.7077751,40.8088861
US Nebraska Logan,-100.5030548,41.5590057
US Nebraska Loup,-99.4608177,41.9075834
US Nebraska Madison,-97.5961512,41.9064942
US Nebraska McPherson,-101.082432,41.5621689
US Nebraska Merrick,-98.0531937,41.1650536
US Nebraska Morrill,-103.0100258,41.683432
US Nebraska Nance,-98.002421,41.3947359
US Nebraska Nemaha,-95.8518344,40.3837713
US Nebraska Nuckolls,-98.047997,40.1621285
US Nebraska Otoe,-96.1444582,40.6566851
US Nebraska Pawnee,-96.2629022,40.1223248
US Nebraska Perkins,-101.6522162,40.8501242
US Nebraska Phelps,-99.425665,40.5078647
US Nebraska Pierce,-97.6036812,42.2591262
US Nebraska Platte,-97.51149,41.5760383
US Nebraska Polk,-97.570244,41.1893645
US Nebraska Red Willow,-100.4550901,40.1686191
US Nebraska Richardson,-95.7607517,40.1194651
US Nebraska Rock,-99.456071,42.4152603
US Nebraska Saline,-97.175536,40.5079612
US Nebraska Sarpy,-96.093081,41.1193462
US Nebraska Saunders,-96.6520834,41.2260007
US Nebraska Scotts Bluff,-103.7088303,41.8555787
US Nebraska Seward,-97.1706676,40.8695533
US Nebraska Sheridan,-102.4089285,42.4542885
US Nebraska Sherman,-98.99384,41.2206877
US Nebraska Sioux,-103.7745337,42.5055628
US Nebraska Stanton,-97.2141158,41.9220687
US Nebraska Thayer,-97.6348188,40.1682672
US Nebraska Thomas,-100.5558924,41.9116541
US Nebraska Thurston,-96.5394986,42.1837827
US Nebraska Valley,-98.9805484,41.5595723
US Nebraska Washington,-96.246548,41.5407766
US Nebraska Wayne,-97.169623,42.1941294
US Nebraska Webster,-98.5260923,40.1677552
US Nebraska Wheeler,-98.5309487,41.8998069
US Nebraska York,-97.6001401,40.871617
US Nevada ,-116.8537227,39.5158825
US Nevada Carson City,-119.7666496,39.1649125
US Nevada Churchill,-118.4191948,39.6136309
US Nevada Clark,-115.0907378,36.3467726
US Nevada Douglas,-119.6201824,38.9072611
US Nevada Elko,-115.3272864,41.1958128
US Nevada Esmeralda,-118.8811293,38.2868442
US Nevada Eureka,-116.2884505,39.9497613
US Nevada Humboldt,-118.2024818,41.429394
US Nevada Lander,-116.9843374,39.9059878
US Nevada Lincoln,-117.395406,47.729739
US Nevada Lyon,-119.1822042,38.9887898
US Nevada Mineral,-118.498262,38.4815162
US Nevada Nye,-116.4069616,38.3544843
US Nevada Pershing,-118.4778996,40.3913722
US Nevada Storey,-119.5157991,39.4572167
US Nevada Washoe,-119.6131606,40.5849048
US Nevada White Pine,-114.8899563,39.5298185
US New Hampshire ,-71.6553992,43.4849133
US New Hampshire Belknap,-71.4530581,43.5218848
US New Hampshire Carroll,-71.2740836,43.8778199
US New Hampshire Cheshire,42.81712,-72.26906
US New Hampshire Coos,,
US New Hampshire Grafton,-71.8742626,43.9702453
US New Hampshire Hillsborough,-71.94574348,43.1470788
US New Hampshire Merrimack,-71.4934004,42.8650864
US New Hampshire Rockingham,,
US New Hampshire Strafford,-71.0399927,43.3312505
US New Hampshire Sullivan,-72.2392517,43.3564357
US New Jersey ,-74.4041622,40.0757384
US New Jersey Atlantic,-74.44971229,39.38107955
US New Jersey Bergen,-74.0656969,40.7292686
US New Jersey Burlington,-74.8648859,40.0712218
US New Jersey Camden,-117.7902856,33.7147613
US New Jersey Cape May,-74.9060053,38.9351126
US New Jersey Cumberland,-74.9407279,39.3698374
US New Jersey Essex,-74.4942457,39.3405694
US New Jersey Gloucester,,
US New Jersey Hudson,-74.922151,40.861428
US New Jersey Hunterdon,,
US New Jersey Mercer,-74.0474051,40.7191724
US New Jersey Middlesex,-74.494037,40.5734911
US New Jersey Monmouth,-74.1671114,40.2932319
US New Jersey Morris,-75.0443388,39.9873346
US New Jersey Ocean,151.2385576,-33.8831568
US New Jersey Passaic,-74.1284764,40.8567663
US New Jersey Salem,-75.4671423,39.5717796
US New Jersey Somerset,-74.48547749,40.5012385
US New Jersey Sussex,-74.6076614,41.2098177
US New Jersey Union,-74.2632024,40.6976019
US New Jersey Warren,,
US New Mexico ,-105.993007,34.5708167
US New Mexico Bernalillo,-106.6870693,35.0349239
US New Mexico Catron,-108.3800825,33.9026943
US New Mexico Chaves,-104.5133481,33.2993426
US New Mexico Cibola,-107.9398474,34.8722771
US New Mexico Colfax,-104.6118941,36.5571762
US New Mexico Curry,-103.3099435,34.5220133
US New Mexico De Baca,-104.4155765,34.2989792
US New Mexico Dona Ana,-106.8494235,32.32817
US New Mexico Eddy,-104.3452596,32.4003136
US New Mexico Grant,-108.3634144,32.7548776
US New Mexico Guadalupe,-104.8282135,34.8980615
US New Mexico Harding,-103.7873945,35.8996832
US New Mexico Hidalgo,-99.1113317,19.4752911
US New Mexico Lea,-76.9488691,39.6034351
US New Mexico Lincoln,-105.4158806,33.7525727
US New Mexico Los Alamos,-76.9488691,39.6034351
US New Mexico Luna,-107.7682754,32.1345966
US New Mexico McKinley,-108.1515609,35.6438394
US New Mexico Mora,-104.9132218,35.972232
US New Mexico Otero,-105.8063662,32.5059533
US New Mexico Quay,-103.4183431,35.1439219
US New Mexico Rio Arriba,-76.9488691,39.6034351
US New Mexico Roosevelt,-103.4933903,33.972525
US New Mexico San Juan,-76.9488691,39.6034351
US New Mexico San Miguel,-76.9488691,39.6034351
US New Mexico Sandoval,-106.8472167,35.5910806
US New Mexico Santa Fe,-105.9377997,35.6869996
US New Mexico Sierra,-107.2569421,33.1165937
US New Mexico Socorro,-106.8930799,34.0572858
US New Mexico Taos,-105.5732847,36.4072377
US New Mexico Torrance,-105.9059678,34.6356278
US New Mexico Union,-103.4132264,36.3985203
US New Mexico Valencia,-106.8503919,34.7325886
US New York ,-74.0060152,40.7127281
US New York Albany,-74.0060152,40.7127281
US New York Allegany,-78.4941887,42.0900647
US New York Bronx,-73.8665241,40.8506558
US New York Broome,,
US New York Cattaraugus,-78.6477096,42.2234823
US New York Cayuga,-76.5700777,42.8093409
US New York Chautauqua,-79.421728,42.2894671
US New York Chemung,-76.7725493,42.1384667
US New York Chenango,-75.6130279,42.4784565
US New York Clinton,-75.3785034,43.0484029
US New York Columbia,-72.165547,2.1698657
US New York Cortland,-76.0704906,42.5842136
US New York Delaware,-77.0885437,42.9305521
US New York Dutchess,-73.7516205,41.7194303
US New York Erie,-78.7620327,42.7164263
US New York Essex,-73.7542043,44.0638879
US New York Franklin,-74.0060152,40.7127281
US New York Fulton,-74.4461771,43.1061507
US New York Genesee,-78.1780196,43.0102726
US New York Greene,-75.7699147,42.3292408
US New York Hamilton,-74.4659275,43.6307863
US New York Herkimer,-74.9481252,43.4911326
US New York Jefferson,-75.9995742,44.059311
US New York Kings,-73.8542895,43.1509069
US New York Lewis,-75.440289,43.7344277
US New York Livingston,-77.7781416,42.7360902
US New York Madison,-75.6802581,42.875882
US New York Monroe,-77.6810141,43.150094
US New York Montgomery,-74.236816,41.5275938
US New York Nassau,-73.6101159,42.5159145
US New York New York,-115.1744946,36.1021436
US New York Niagara,-79.055139,43.1098695
US New York Oneida,-75.4039155,43.2144051
US New York Onondaga,-76.2257127,43.015598
US New York Ontario,-77.295025,42.8580624
US New York Orange,-74.2507287,41.3873306
US New York Orleans,-78.2272835,43.2244513
US New York Oswego,-76.1279841,43.4112973
US New York Otsego,-75.0142701,42.5984272
US New York Putnam,-73.760156,41.426996
US New York Queens,-73.7976337,40.7498243
US New York Rensselaer,-73.742898,42.6425795
US New York Richmond,-77.4944319,42.7601685
US New York Rockland,,
US New York Saratoga,-74.12503521,41.3149011
US New York Schenectady,-73.9395687,42.8142432
US New York Schoharie,-74.4390277,42.5757217
US New York Schuyler,-73.90359225,42.8245448
US New York Seneca,-76.8386051,42.7831619
US New York St. Lawrence,-75.0657043,44.4973591
US New York Steuben,-77.3750862,42.2359045
US New York Suffolk,-72.8578027,40.8832318
US New York Sullivan,-74.7804323,41.7156311
US New York Tioga,-76.3309339,42.1333395
US New York Tompkins,,
US New York Ulster,-74.2618518,41.8689317
US New York Warren,-74.9209865,42.8472949
US New York Washington,-74.0060152,40.7127281
US New York Wayne,-77.0377603,43.1500557
US New York Westchester,-73.7907554,41.1763139
US New York Wyoming,-78.2415228,42.7039813
US New York Yates,-77.112177,42.6444444
US North Carolina ,-79.0392919,35.6729639
US North Carolina Alamance,-79.4858549,36.0351361
US North Carolina Alexander,-81.1716315,35.924738
US North Carolina Alleghany,-81.1340843,36.5029951
US North Carolina Anson,-79.9289331,32.7817138
US North Carolina Ashe,-76.584315,36.023776
US North Carolina Avery,-80.75764295,35.03740345
US North Carolina Beaufort,-76.6591587,34.7180601
US North Carolina Bertie,-90.9878759,29.9193699
US North Carolina Bladen,-79.0863971,35.796182
US North Carolina Brunswick,-78.1914215,34.0718195
US North Carolina Buncombe,-82.5255603,35.6292222
US North Carolina Burke,-74.1693397,44.9047681
US North Carolina Cabarrus,-80.5417335,35.2370876
US North Carolina Caldwell,-79.090222,35.7970035
US North Carolina Camden,-76.1150606,36.3106247
US North Carolina Carteret,-76.5931208,34.8496625
US North Carolina Caswell,-79.0920773,35.7968024
US North Carolina Catawba,-81.0756345,35.7073558
US North Carolina Chatham,-73.5948391,42.3642517
US North Carolina Cherokee,-81.6480755,35.0372626
US North Carolina Chowan,-76.629641,36.0768949
US North Carolina Clay,-83.7324509,35.0572652
US North Carolina Cleveland,-80.6770111,35.7331953
US North Carolina Columbus,-82.1970584,35.2531698
US North Carolina Craven,-80.3317223,35.6284724
US North Carolina Cumberland,-79.4347815,33.3626672
US North Carolina Currituck,-75.9118432,36.3918723
US North Carolina Dare,-75.6869011,35.6333866
US North Carolina Davidson,-80.8485218,35.4992614
US North Carolina Davie,-79.035285,35.850616
US North Carolina Duplin,-77.9320171,34.9464988
US North Carolina Durham,-78.9018053,35.996653
US North Carolina Edgecombe,-77.5971695,35.9213841
US North Carolina Forsyth,-79.653658,42.2922801
US North Carolina Franklin,-94.6416354,30.1134633
US North Carolina Gaston,-77.6449804,36.5004281
US North Carolina Gates,-76.6944133,36.4412509
US North Carolina Graham,-83.8337785,35.359542
US North Carolina Granville,-73.259583,43.408041
US North Carolina Greene,-77.6728536,35.481724
US North Carolina Guilford,-79.8980907,36.0768027
US North Carolina Halifax,-77.66834,36.2494056
US North Carolina Harnett,-78.7922429,35.3454392
US North Carolina Haywood,-82.12932553,35.01757845
US North Carolina Henderson,-78.3991638,36.3295905
US North Carolina Hertford,-77.0115135,36.3560545
US North Carolina Hoke,-79.2432785,35.0271856
US North Carolina Hyde,-76.1253302,35.3935017
US North Carolina Iredell,-78.5911234,33.9332275
US North Carolina Jackson,-79.1989352,33.4993351
US North Carolina Johnston,-81.8009424,33.83208
US North Carolina Jones,-76.689095,35.2898918
US North Carolina Lee,-79.1547643,35.4691746
US North Carolina Lenoir,-77.6484879,35.2590371
US North Carolina Lincoln,-73.8773951,40.9087037
US North Carolina Macon,-78.0838809,36.4387585
US North Carolina Madison,-79.0903686,35.7999191
US North Carolina Martin,6.6152416,51.8387019
US North Carolina McDowell,-79.085307,35.798181
US North Carolina Mecklenburg,-76.7104909,42.4566384
US North Carolina Mitchell,-82.43987785,35.61289865
US North Carolina Montgomery,-74.236816,41.5275938
US North Carolina Moore,-81.9920461,34.8334519
US North Carolina Nash,-79.047381,35.851935
US North Carolina New Hanover,-77.8818627,34.2751052
US North Carolina Northampton,-78.47570371,35.95074395
US North Carolina Onslow,-78.193895,34.3166838
US North Carolina Orange,-78.5222311,35.1296112
US North Carolina Pamlico,-76.7970224,35.1238031
US North Carolina Pasquotank,-76.2149621,36.2280793
US North Carolina Pender,-77.592753,36.3104307
US North Carolina Perquimans,-76.4254832,36.1739896
US North Carolina Person,-112.3507839,40.1099463
US North Carolina Pitt,-79.96243993,40.44415295
US North Carolina Polk,-82.176176,35.2779217
US North Carolina Randolph,-78.975317,42.162005
US North Carolina Richmond,-79.7333261,35.0288383
US North Carolina Robeson,,
US North Carolina Rockingham,-79.7739457,34.9393201
US North Carolina Rowan,-78.2711102,34.5129458
US North Carolina Rutherford,-81.9023191,35.3994626
US North Carolina Sampson,-79.0828061,35.7951952
US North Carolina Scotland,-79.4903372,34.8628902
US North Carolina Stanly,-80.2391366,35.3235477
US North Carolina Stokes,-80.7256562,32.9593339
US North Carolina Surry,-80.7013751,36.4135582
US North Carolina Swain,-83.466275,35.45819
US North Carolina Transylvania,-91.1821407,32.6781497
US North Carolina Tyrrell,,
US North Carolina Union,-77.0241271,36.333766
US North Carolina Vance,-80.4228665,33.4337744
US North Carolina Wake,-82.5538262,35.5877538
US North Carolina Warren,-74.9209865,42.8472949
US North Carolina Washington,-76.5726303,35.8253994
US North Carolina Watauga,-97.2547371,32.8579056
US North Carolina Wayne,-77.1055262,42.4709046
US North Carolina Wilkes,-81.1341351,36.1998247
US North Carolina Wilson,-77.9175714,35.7059114
US North Carolina Yadkin,-80.67623,36.1497114
US North Carolina Yancey,-79.086486,35.798533
US North Dakota ,-100.540737,47.6201461
US North Dakota Adams,-102.5315028,46.073286
US North Dakota Barnes,-98.0678849,46.9310489
US North Dakota Benson,-99.403103,48.0191362
US North Dakota Billings,-103.3943708,47.0456305
US North Dakota Bottineau,-100.8431321,48.8243455
US North Dakota Bowman,-103.5086625,46.1010498
US North Dakota Burke,-102.5295867,48.7882181
US North Dakota Burleigh,-100.5127667,46.9498874
US North Dakota Cass,-97.220631,46.9241972
US North Dakota Cavalier,-98.5001391,48.7664381
US North Dakota Dickey,-98.5322728,46.0952757
US North Dakota Divide,-103.5180387,48.8189219
US North Dakota Dunn,-102.6112348,47.30612
US North Dakota Eddy,-98.9087265,47.7113958
US North Dakota Emmons,-100.2574942,46.2575403
US North Dakota Foster,-98.8815333,47.4642277
US North Dakota Golden Valley,-103.8668414,46.9317944
US North Dakota Grand Forks,-97.0592028,47.9078244
US North Dakota Grant,-96.7057561,45.1690114
US North Dakota Griggs,-98.2616158,47.4473179
US North Dakota Hettinger,-102.4167046,46.4448014
US North Dakota Kidder,-99.7952675,46.9636218
US North Dakota LaMoure,-98.534574,46.4473745
US North Dakota Logan,-99.4501721,46.4650338
US North Dakota McHenry,-100.65378,48.1907427
US North Dakota McIntosh,-99.4243411,46.1097938
US North Dakota McKenzie,-103.4734684,47.7702536
US North Dakota McLean,-101.1719782,47.6002156
US North Dakota Mercer,-101.8650031,47.3347663
US North Dakota Morton,-101.1644543,46.7244733
US North Dakota Mountrail,-102.3603325,48.230321
US North Dakota Nelson,-98.1774434,47.8852229
US North Dakota Oliver,-101.3524486,47.1077709
US North Dakota Pembina,-97.5532833,48.7530787
US North Dakota Pierce,-100.0625504,48.1957108
US North Dakota Ramsey,-98.7062419,48.2426199
US North Dakota Ransom,-97.6903091,46.4519081
US North Dakota Renville,-101.7009103,48.6579169
US North Dakota Richland,-96.9470748,46.2247251
US North Dakota Rolette,-99.8380336,48.7419695
US North Dakota Sargent,-97.6291809,46.1101793
US North Dakota Sheridan,-100.367913,47.5321614
US North Dakota Sioux,-100.978187,46.0654725
US North Dakota Slope,-103.4507022,46.4464651
US North Dakota Stark,-102.7338349,46.7870161
US North Dakota Steele,-97.7450372,47.4413054
US North Dakota Stutsman,-98.9742609,46.9596318
US North Dakota Towner,-99.2322581,48.6481504
US North Dakota Traill,-97.1797001,47.4438504
US North Dakota Walsh,-97.7469943,48.3693784
US North Dakota Ward,-101.6242607,48.2488309
US North Dakota Wells,-99.6508819,47.5664224
US North Dakota Williams,-103.4958386,48.3629861
US Ohio ,-82.6881395,40.2253569
US Ohio Adams,-83.5051704,38.8398935
US Ohio Allen,-84.0572225,40.8077797
US Ohio Ashland,-82.2360391,40.7887367
US Ohio Ashtabula,-80.74947,41.7167229
US Ohio Athens,-82.0610404,39.355589
US Ohio Auglaize,-84.2641951,40.5942186
US Ohio Belmont,-81.0097516,40.0057737
US Ohio Brown,-83.8836555,38.9092542
US Ohio Butler,-84.5936897,39.4233043
US Ohio Carroll,-81.0927234,40.5250362
US Ohio Champaign,-83.7701999,40.1726987
US Ohio Clark,-83.7905959,39.9229676
US Ohio Clermont,-84.1566341,39.0678155
US Ohio Clinton,-83.8445792,39.4259873
US Ohio Columbiana,-80.7648602,40.7787016
US Ohio Coshocton,-81.9271441,40.2905684
US Ohio Crawford,-82.9065596,40.8705909
US Ohio Cuyahoga,-81.6905558,41.4301347
US Ohio Darke,-84.631372,40.168765
US Ohio Defiance,-84.5084835,41.3203058
US Ohio Delaware,-82.9651045,40.2317686
US Ohio Erie,-82.640448,41.3506462
US Ohio Fairfield,-82.6418883,39.7886111
US Ohio Fayette,-83.4401122,39.5839889
US Ohio Franklin,-84.3041074,39.5589474
US Ohio Fulton,-84.1141048,41.6045817
US Ohio Gallia,-82.3556216,38.7952465
US Ohio Geauga,-81.1850459,41.4768249
US Ohio Greene,-83.9175037,39.6908207
US Ohio Guernsey,-81.4859433,40.0802222
US Ohio Hamilton,-84.5613428,39.3995067
US Ohio Hancock,-83.6587588,40.9939911
US Ohio Hardin,-83.6835337,40.6880457
US Ohio Harrison,-81.1289112,40.2694328
US Ohio Henry,-84.0581255,41.2818109
US Ohio Highland,-83.6304344,39.1802516
US Ohio Hocking,-82.5469722,39.4644491
US Ohio Holmes,-81.9304045,40.5840117
US Ohio Huron,-82.591828,41.1305303
US Ohio Jackson,-82.6089043,39.0131871
US Ohio Jefferson,-80.7847619,40.3792938
US Ohio Knox,-82.4056302,40.4467896
US Ohio Lake,-65.68119031,43.5495903
US Ohio Lawrence,-82.6734967,38.645079
US Ohio Licking,-82.4627856,40.1318041
US Ohio Logan,-83.7414465,40.4430521
US Ohio Lorain,-82.1734746,41.2633554
US Ohio Lucas,-83.621321,41.6508446
US Ohio Madison,-83.3937233,39.8868227
US Ohio Mahoning,-80.7826416,40.9830133
US Ohio Marion,-83.1895249,40.5885271
US Ohio Medina,-81.9382517,41.1000764
US Ohio Meigs,-82.0420769,39.1099292
US Ohio Mercer,-84.6109122,40.4367866
US Ohio Miami,-84.2236524,40.0580258
US Ohio Monroe,-81.1078783,39.7157533
US Ohio Montgomery,-84.3539662,39.2282432
US Ohio Morgan,-81.877978,39.5943953
US Ohio Morrow,-82.7771661,40.4574358
US Ohio Muskingum,-81.9984697,40.0064162
US Ohio Noble,-81.4957347,39.7517148
US Ohio Ottawa,-83.213342,41.5421375
US Ohio Paulding,-84.5902954,41.1628401
US Ohio Perry,-82.2044367,39.6370289
US Ohio Pickaway,-83.0373284,39.6725327
US Ohio Pike,-87.74436275,41.891661
US Ohio Portage,-81.2082,41.1496775
US Ohio Preble,-84.6411162,39.8125011
US Ohio Putnam,-84.1686932,41.0677672
US Ohio Richland,-82.5302254,40.776322
US Ohio Ross,-83.077359,39.3455507
US Ohio Sandusky,-83.1555438,41.2951563
US Ohio Scioto,-83.1407457,40.2803389
US Ohio Seneca,-83.1194199,41.1343702
US Ohio Shelby,-84.1593008,40.3491604
US Ohio Stark,-81.4399734,40.7214654
US Ohio Summit,-81.5333603,41.1457902
US Ohio Trumbull,-80.7661017,41.3068487
US Ohio Tuscarawas,-81.464888,40.3759469
US Ohio Union,-83.00853212,39.9976605
US Ohio Van Wert,-84.600988,40.8014651
US Ohio Vinton,-82.4740302,39.2744355
US Ohio Warren,-84.180897,39.4203978
US Ohio Washington,-81.5488945,39.4782641
US Ohio Wayne,-81.9034617,40.8615819
US Ohio Williams,-84.5923785,41.5018224
US Ohio Wood,-82.59205506,40.3382991
US Ohio Wyandot,-83.2810539,40.865471
US Oklahoma ,-97.2684063,34.9550817
US Oklahoma Adair,-94.6567402,35.8783136
US Oklahoma Alfalfa,-98.3087911,36.7201825
US Oklahoma Atoka,-96.017838,34.3284948
US Oklahoma Beaver,-100.4904955,36.7621116
US Oklahoma Beckham,-99.6946079,35.2496723
US Oklahoma Blaine,-98.4225961,35.8970899
US Oklahoma Bryan,-96.3154827,33.95386
US Oklahoma Caddo,-98.3797949,35.131317
US Oklahoma Canadian,-98.0031532,35.5438102
US Oklahoma Carter,-97.2789479,34.2330314
US Oklahoma Cherokee,-94.9950063,35.9158661
US Oklahoma Choctaw,-95.52055,34.0246234
US Oklahoma Cimarron,-102.5402407,36.7475509
US Oklahoma Cleveland,-97.3109151,35.2301869
US Oklahoma Coal,-96.2944665,34.5661009
US Oklahoma Comanche,-98.4485103,34.6557505
US Oklahoma Cotton,-98.3750699,34.2907874
US Oklahoma Craig,-95.2053495,36.7594037
US Oklahoma Creek,-96.3835476,35.8830723
US Oklahoma Custer,-99.0092034,35.6286063
US Oklahoma Delaware,-94.8069453,36.4118421
US Oklahoma Dewey,-98.9816579,35.9795036
US Oklahoma Ellis,-99.7883601,36.2468449
US Oklahoma Garfield,-97.7845975,36.3735486
US Oklahoma Garvin,-97.3522579,34.7258964
US Oklahoma Grady,-97.8849251,35.0507761
US Oklahoma Grant,-97.7824914,36.7888817
US Oklahoma Greer,-99.5435856,34.9326334
US Oklahoma Harmon,-99.8358205,34.7486602
US Oklahoma Harper,-99.6710032,36.7804883
US Oklahoma Haskell,-95.1115771,35.2084387
US Oklahoma Hughes,-96.2749675,35.0458435
US Oklahoma Jackson,-99.4370196,34.5976018
US Oklahoma Jefferson,-97.8379641,34.1234448
US Oklahoma Johnston,-96.6752298,34.31888
US Oklahoma Kay,-97.1571626,36.8384462
US Oklahoma Kingfisher,-97.9641244,35.9471931
US Oklahoma Kiowa,-99.019906,34.9425062
US Oklahoma Latimer,-95.2482652,34.8759191
US Oklahoma Le Flore,-94.6852153,34.8782244
US Oklahoma Lincoln,-96.8898429,35.6961464
US Oklahoma Logan,-97.4621935,35.8879493
US Oklahoma Love,-97.2526992,33.9852998
US Oklahoma Major,-98.4995602,36.2860458
US Oklahoma Marshall,-96.7808049,34.0497884
